"CustomerID";"Recency";"Frequency";"Monetary";"Cluster"
"13602";5214;1;"429";0
"12802";5218;1;"428";0
"12740";5184;1;"428";0
"12725";5669;1;"428";3
"17869";5158;5;"428";0
"15930";5306;1;"427";1
"17223";5342;2;"427";1
"14288";5097;1;"427";2
"13140";5516;3;"424";3
"16119";5363;2;"423";1
"15012";5728;2;"423";3
"13473";5070;2;"423";2
"17232";5182;2;"422";0
"15206";5129;4;"420";2
"12931";5063;15;"42,056";2
"15992";5212;1;"42";0
"12593";5250;3;"418";0
"16629";5276;2;"418";1
"17701";5371;1;"418";1
"15935";5037;2;"417";2
"16957";5313;2;"417";1
"13166";5372;1;"417";1
"13889";5154;1;"417";0
"13085";5248;2;"416";0
"12580";5190;1;"416";0
"12993";5063;4;"415";2
"14333";5306;1;"415";1
"16795";5485;1;"415";3
"16239";5310;2;"414";1
"17483";5126;3;"414";2
"17052";5060;1;"414";2
"14620";5372;2;"413";1
"14670";5282;2;"412";1
"17913";5031;2;"412";2
"12990";5152;3;"410";0
"14048";5192;1;"410";0
"16243";5213;2;"409";0
"16018";5035;2;"409";2
"16010";5159;3;"408";0
"15184";5091;2;"407";2
"15127";5245;1;"407";0
"14616";5067;3;"406";2
"15342";5336;1;"406";1
"18036";5159;3;"406";0
"12922";5368;1;"405";1
"15938";5251;5;"405";0
"16484";5338;2;"404";1
"16319";5219;1;"404";0
"15221";5516;1;"403";3
"12386";5223;2;"402";0
"16500";5243;6;"401";0
"13255";5728;2;"400";3
"18164";5333;1;"400";1
"17841";5031;124;"40,992";2
"14589";5669;1;"40";3
"15032";5516;3;"4,959";3
"15547";5062;14;"4,955";2
"12437";5040;18;"4,951";2
"12700";5158;4;"4,940";0
"14709";5121;13;"4,921";2
"17133";5190;7;"4,892";0
"12664";5031;9;"4,882";2
"14292";5032;9;"4,872";2
"17652";5092;12;"4,868";2
"15738";5126;16;"4,812";2
"13013";5066;13;"4,811";2
"15555";5031;16;"4,805";2
"17365";5070;8;"4,802";2
"15298";5154;12;"4,800";0
"15187";5066;16;"4,777";2
"17690";5121;15;"4,758";2
"12955";5151;11;"4,757";0
"14180";5091;25;"4,749";2
"15152";5092;13;"4,746";2
"16722";5126;13;"4,731";2
"14159";5246;11;"4,693";0
"14135";5070;15;"4,690";2
"14191";5094;13;"4,685";2
"15291";5035;15;"4,668";2
"14189";5091;15;"4,654";2
"14390";5036;9;"4,653";2
"14286";5067;3;"4,629";2
"16931";5098;21;"4,604";2
"13802";5373;3;"4,599";1
"15093";5254;6;"4,597";0
"14004";5277;7;"4,583";1
"17613";5192;14;"4,559";0
"17068";5214;21;"4,552";0
"12484";5183;6;"4,542";0
"13267";5040;19;"4,521";2
"15299";5306;7;"4,507";1
"17975";5184;13;"4,489";0
"12524";5101;8;"4,486";2
"14426";5160;10;"4,482";0
"16984";5032;2;"4,481";2
"17364";5040;11;"4,481";2
"12627";5214;7;"4,479";0
"14085";5129;18;"4,449";2
"14534";5033;18;"4,447";2
"13069";5033;24;"4,436";2
"15955";5061;14;"4,416";2
"16626";5120;17;"4,413";2
"15874";5159;7;"4,406";0
"12712";5040;13;"4,396";2
"16945";5031;19;"4,346";2
"14016";5368;4;"4,341";1
"14800";5061;12;"4,340";2
"14525";5063;9;"4,332";2
"17567";5154;8;"4,331";0
"12347";5126;7;"4,310";2
"15034";5060;8;"4,309";2
"17937";5152;7;"4,301";0
"14422";5120;6;"4,264";2
"12500";5101;11;"4,258";2
"17419";5160;12;"4,227";0
"14277";5066;3;"4,216";2
"15804";5120;13;"4,206";2
"17920";5213;17;"4,204";0
"15971";5032;12;"4,200";2
"12747";5182;11;"4,196";0
"14146";5363;5;"4,191";1
"18041";5097;21;"4,183";2
"12949";5121;8;"4,167";2
"15570";5100;12;"4,166";2
"16549";5062;10;"4,155";2
"13384";5121;7;"4,152";2
"15514";5213;11;"4,139";0
"12569";5031;32;"4,125";2
"16592";5121;16;"4,114";2
"17940";5100;10;"4,106";2
"17377";5062;20;"4,101";2
"16401";5151;12;"4,098";0
"16670";5070;11;"4,096";2
"12749";5097;5;"4,091";2
"14092";5306;14;"4,077";1
"12449";5123;4;"4,067";2
"18087";5335;2;"4,056";1
"14401";5096;13;"4,051";2
"12867";5127;7;"4,037";2
"12841";5035;25;"4,022";2
"12957";5218;8;"4,018";0
"12378";5336;1;"4,009";1
"14547";5212;8;"4,008";0
"16186";5036;12;"4,007";2
"15522";5183;2;"399";0
"17830";5151;3;"399";0
"18154";5212;2;"399";0
"12508";5091;2;"398";2
"13352";5092;1;"398";2
"12824";5061;1;"397";2
"13673";5183;2;"397";0
"16354";5184;2;"396";0
"15883";5182;2;"396";0
"15264";5214;1;"394";0
"14619";5159;1;"394";0
"15386";5218;1;"394";0
"17226";5283;1;"393";1
"14600";5192;1;"393";0
"16917";5160;1;"392";0
"15837";5214;1;"392";0
"12982";5067;1;"391";2
"13873";5033;3;"390";2
"17936";5273;1;"390";1
"18024";5095;2;"390";2
"15098";5096;3;"39,917";2
"16659";5310;1;"39";1
"12977";5217;1;"39";0
"13899";5099;2;"389";2
"16250";5728;2;"389";3
"13856";5126;3;"389";2
"17595";5333;2;"389";1
"15847";5364;2;"389";1
"14538";5214;2;"388";0
"16776";5092;1;"388";2
"14420";5366;1;"388";1
"17817";5191;3;"388";0
"17508";5282;1;"387";1
"14114";5068;2;"387";2
"14779";5282;3;"386";1
"17250";5212;2;"385";0
"13919";5061;2;"385";2
"13833";5309;1;"385";1
"16982";5092;1;"384";2
"15048";5245;4;"384";0
"13817";5091;2;"383";2
"12832";5183;2;"383";0
"14304";5370;1;"383";1
"17999";5333;2;"382";1
"17138";5129;1;"381";2
"16930";5334;3;"381";1
"16441";5306;2;"381";1
"15090";5283;1;"381";1
"17573";5091;3;"381";2
"13656";5223;2;"380";0
"14594";5332;2;"380";1
"17031";5156;2;"380";0
"14731";5066;3;"380";2
"16552";5067;2;"380";2
"12855";5697;1;"38";3
"13372";5062;1;"379";2
"15885";5154;3;"379";0
"17078";5305;2;"378";1
"17489";5031;2;"377";2
"15025";5213;1;"377";0
"16858";5577;1;"376";3
"14067";5184;2;"375";0
"14448";5455;2;"375";1
"17492";5251;1;"375";0
"14079";5186;1;"375";0
"13351";5275;1;"374";1
"16321";5192;5;"374";0
"12873";5341;1;"374";1
"13569";5547;2;"374";3
"16903";5091;1;"373";2
"12544";5305;1;"373";1
"12981";5091;2;"372";2
"14690";5064;2;"372";2
"17765";5278;3;"372";1
"16065";5485;1;"372";3
"15063";5097;1;"371";2
"15922";5728;1;"370";3
"13798";5032;57;"37,154";2
"16013";5033;47;"37,131";2
"16162";5371;1;"37";1
"17816";5245;4;"37";0
"16758";5245;1;"369";0
"16372";5213;2;"368";0
"17358";5130;2;"366";2
"17432";5333;2;"366";1
"14886";5371;1;"365";1
"12373";5373;1;"365";1
"16499";5455;2;"365";1
"12915";5697;2;"364";3
"12538";5091;1;"364";2
"14932";5485;1;"364";3
"14528";5333;1;"364";1
"14171";5335;1;"364";1
"17330";5306;2;"364";1
"15901";5156;3;"364";0
"14427";5184;2;"363";0
"16378";5220;3;"363";0
"13291";5187;1;"361";0
"13298";5151;1;"360";0
"13780";5332;2;"360";1
"16595";5122;1;"360";2
"15940";5373;1;"36";1
"16274";5728;1;"358";3
"17025";5092;3;"358";2
"16971";5364;1;"357";1
"14500";5032;3;"357";2
"15713";5516;2;"357";3
"18040";5159;2;"357";0
"15840";5031;2;"356";2
"15247";5124;1;"356";2
"12617";5091;1;"356";2
"13642";5158;1;"355";0
"17742";5070;2;"355";2
"12888";5127;2;"354";2
"17252";5218;2;"354";0
"17222";5245;1;"354";0
"15870";5183;1;"354";0
"13173";5243;2;"354";0
"14804";5363;1;"353";1
"13210";5185;1;"353";0
"17976";5697;1;"353";3
"15334";5217;3;"352";0
"17835";5182;3;"351";0
"12532";5121;1;"350";2
"13108";5697;1;"350";3
"17831";5213;1;"35";0
"14576";5697;1;"35";3
"13790";5243;1;"349";0
"15405";5310;1;"349";1
"15579";5334;2;"349";1
"18250";5342;1;"349";1
"16159";5313;1;"348";1
"13497";5341;2;"348";1
"17668";5151;2;"348";0
"13052";5066;1;"348";2
"13649";5516;2;"347";3
"13062";5369;1;"347";1
"13091";5060;1;"346";2
"17123";5368;1;"345";1
"15781";5192;3;"345";0
"17569";5070;1;"344";2
"15520";5151;1;"344";0
"15880";5608;1;"343";3
"12875";5394;2;"343";1
"18081";5305;3;"343";1
"16851";5243;3;"342";0
"12519";5184;1;"341";0
"14491";5697;2;"341";3
"17917";5394;3;"341";1
"16422";5061;51;"34,684";2
"16183";5306;1;"339";1
"17045";5217;3;"339";0
"15652";5123;1;"338";2
"16105";5251;1;"337";0
"18078";5219;2;"336";0
"17914";5212;1;"336";0
"17384";5280;2;"336";1
"12489";5193;1;"335";0
"14988";5036;1;"335";2
"17221";5305;2;"335";1
"14264";5156;2;"334";0
"12350";5342;1;"334";1
"15918";5338;2;"334";1
"16625";5099;1;"333";2
"13904";5333;2;"333";1
"13727";5060;2;"333";2
"16850";5101;1;"332";2
"16803";5245;1;"332";0
"13706";5100;1;"331";2
"12891";5188;3;"331";0
"16030";5314;1;"331";1
"16478";5214;3;"331";0
"14517";5213;2;"330";0
"17615";5367;3;"330";1
"16593";5310;3;"330";1
"12748";5036;209;"33,720";2
"15838";5094;19;"33,643";2
"15153";5152;1;"329";0
"14012";5191;1;"329";0
"14024";5094;2;"328";2
"14747";5281;1;"328";1
"16318";5274;1;"328";1
"16322";5151;2;"327";0
"15363";5697;1;"326";3
"14850";5373;1;"326";1
"16830";5364;1;"326";1
"14987";5485;2;"326";3
"12844";5091;2;"326";2
"13801";5275;1;"325";1
"15944";5160;1;"325";0
"15597";5274;1;"325";1
"15675";5187;3;"324";0
"14555";5100;2;"324";2
"16685";5122;2;"324";2
"18261";5246;2;"324";0
"13955";5156;2;"323";0
"15224";5394;2;"322";1
"14823";5035;3;"321";2
"14622";5157;1;"321";0
"16674";5335;2;"320";1
"15107";5070;6;"320";2
"17157";5332;2;"319";1
"16967";5310;1;"319";1
"17229";5276;2;"319";1
"17248";5063;1;"319";2
"17267";5277;2;"318";1
"12648";5156;1;"318";0
"15101";5363;2;"318";1
"16761";5276;1;"317";1
"16386";5060;2;"317";2
"15257";5372;1;"317";1
"14479";5485;2;"316";3
"13494";5373;1;"316";1
"12614";5191;1;"316";0
"16473";5193;3;"316";0
"15766";5214;1;"315";0
"16091";5156;2;"315";0
"15970";5130;1;"314";2
"13484";5037;1;"314";2
"12650";5212;1;"314";0
"14729";5728;1;"313";3
"15318";5212;1;"313";0
"13845";5214;1;"313";0
"12834";5341;1;"312";1
"15326";5101;1;"312";2
"17362";5314;2;"312";1
"12785";5455;1;"312";1
"14142";5728;1;"312";3
"13990";5097;1;"311";2
"16781";5697;1;"311";3
"17854";5188;2;"311";0
"17266";5182;3;"311";0
"17912";5342;5;"311";1
"15661";5254;2;"310";0
"14311";5067;1;"310";2
"15308";5099;1;"310";2
"14339";5067;1;"310";2
"14924";5159;1;"310";0
"17404";5036;15;"31,907";2
"17389";5040;34;"31,834";2
"17604";5219;2;"309";0
"12884";5032;1;"309";2
"15010";5274;1;"309";1
"13787";5455;2;"309";1
"13699";5187;1;"309";0
"13395";5188;1;"308";0
"13466";5157;1;"308";0
"13369";5485;1;"308";3
"15973";5516;1;"308";3
"17334";5100;2;"307";2
"16668";5096;6;"307";2
"15087";5313;1;"307";1
"13718";5190;2;"307";0
"13762";5250;1;"307";0
"14915";5123;2;"307";2
"13863";5220;1;"306";0
"16796";5062;1;"306";2
"18059";5306;3;"306";1
"17941";5367;1;"305";1
"12623";5160;1;"305";0
"13045";5366;1;"305";1
"17732";5697;1;"304";3
"16217";5341;2;"304";1
"16400";5215;1;"304";0
"13083";5243;2;"304";0
"18185";5281;1;"304";1
"15060";5363;4;"303";1
"17433";5032;1;"303";2
"16425";5100;1;"303";2
"16292";5094;1;"302";2
"16104";5122;1;"302";2
"17978";5485;1;"301";3
"16402";5608;2;"300";3
"15254";5277;1;"300";1
"17769";5061;10;"3,998";2
"15529";5129;11;"3,995";2
"17001";5120;11;"3,990";2
"15416";5187;4;"3,984";0
"17611";5067;15;"3,984";2
"12779";5251;8;"3,981";0
"12727";5246;7;"3,981";0
"14299";5031;9;"3,966";2
"13523";5213;5;"3,965";0
"13183";5131;9;"3,958";2
"17651";5152;10;"3,945";0
"12473";5091;5;"3,939";2
"17593";5123;5;"3,927";2
"14739";5215;7;"3,902";0
"13999";5060;12;"3,902";2
"14291";5063;11;"3,883";2
"18073";5187;12;"3,878";0
"13124";5062;3;"3,866";2
"15195";5182;1;"3,861";0
"16717";5183;6;"3,858";0
"12662";5120;11;"3,850";2
"16327";5608;6;"3,844";3
"13266";5091;12;"3,834";2
"17091";5152;9;"3,828";0
"15867";5067;15;"3,813";2
"12755";5282;2;"3,812";1
"12597";5126;4;"3,811";2
"13435";5247;7;"3,810";0
"16145";5034;11;"3,799";2
"16655";5040;6;"3,795";2
"16168";5034;27;"3,788";2
"16019";5193;9;"3,786";0
"12562";5247;7;"3,782";0
"17173";5031;8;"3,767";2
"16904";5091;16;"3,754";2
"12429";5485;4;"3,750";3
"17238";5060;17;"3,745";2
"14145";5217;4;"3,742";0
"13552";5155;12;"3,740";0
"16570";5183;10;"3,738";0
"15808";5222;4;"3,735";0
"14282";5152;15;"3,729";0
"12502";5219;5;"3,724";0
"12647";5062;12;"3,723";2
"13680";5151;4;"3,722";0
"14364";5036;8;"3,717";2
"15845";5223;8;"3,712";0
"15622";5341;9;"3,710";1
"13148";5091;12;"3,707";2
"17819";5096;7;"3,705";2
"15379";5129;7;"3,703";2
"12553";5031;10;"3,692";2
"16253";5275;2;"3,684";1
"15581";5063;13;"3,680";2
"15296";5066;6;"3,673";2
"18079";5247;4;"3,652";0
"13137";5060;8;"3,650";2
"12417";5212;9;"3,649";0
"16712";5066;11;"3,645";2
"13426";5062;10;"3,641";2
"16440";5091;5;"3,641";2
"12619";5213;9;"3,641";0
"13381";5062;6;"3,639";2
"17230";5342;8;"3,638";1
"14543";5060;16;"3,630";2
"17528";5031;8;"3,629";2
"13327";5188;8;"3,628";0
"13520";5031;6;"3,624";2
"17576";5034;19;"3,623";2
"14040";5040;12;"3,615";2
"13082";5247;9;"3,614";0
"15505";5187;5;"3,611";0
"16242";5127;7;"3,603";2
"15484";5151;4;"3,594";0
"14132";5034;11;"3,586";2
"17203";5092;6;"3,564";2
"17491";5151;10;"3,559";0
"15544";5033;9;"3,547";2
"12370";5099;4;"3,546";2
"14503";5212;6;"3,543";0
"13448";5250;6;"3,539";0
"13334";5192;3;"3,537";0
"17160";5037;6;"3,518";2
"13953";5099;7;"3,516";2
"16360";5032;6;"3,513";2
"14395";5092;9;"3,508";2
"14907";5060;7;"3,501";2
"16458";5032;18;"3,483";2
"13014";5183;10;"3,466";0
"13993";5062;9;"3,466";2
"17758";5095;8;"3,457";2
"15410";5336;8;"3,451";1
"13536";5151;7;"3,448";0
"15129";5247;11;"3,447";0
"15974";5036;7;"3,442";2
"17725";5281;11;"3,439";1
"15676";5274;3;"3,436";1
"14221";5284;9;"3,433";1
"12406";5126;2;"3,415";2
"15981";5037;8;"3,408";2
"13437";5152;7;"3,408";0
"17669";5124;7;"3,407";2
"13198";5063;6;"3,401";2
"15228";5275;4;"3,387";1
"13842";5031;9;"3,386";2
"15708";5131;7;"3,364";2
"16011";5033;16;"3,363";2
"14227";5159;10;"3,351";0
"16818";5126;11;"3,350";2
"16607";5031;14;"3,348";2
"17183";5183;6;"3,347";0
"13015";5159;5;"3,346";0
"12643";5070;6;"3,345";2
"12594";5094;10;"3,338";2
"16556";5159;7;"3,314";0
"13373";5092;3;"3,312";2
"14841";5061;6;"3,296";2
"14702";5131;17;"3,292";2
"15632";5094;8;"3,285";2
"12480";5060;4;"3,282";2
"15764";5032;6;"3,280";2
"17723";5127;6;"3,276";2
"13952";5219;2;"3,251";0
"13047";5152;10;"3,238";0
"15443";5151;7;"3,237";0
"17050";5221;6;"3,229";0
"14175";5061;3;"3,222";2
"13880";5218;13;"3,220";0
"13268";5037;11;"3,215";2
"14388";5094;8;"3,213";2
"16107";5060;7;"3,204";2
"17220";5217;14;"3,198";0
"13868";5332;2;"3,193";1
"17685";5032;7;"3,192";2
"13758";5131;7;"3,191";2
"14844";5037;4;"3,190";2
"17672";5314;2;"3,178";1
"17231";5158;10;"3,174";0
"16837";5061;11;"3,171";2
"16041";5121;3;"3,166";2
"17863";5061;6;"3,160";2
"15065";5333;4;"3,158";1
"14235";5248;5;"3,145";0
"13742";5062;12;"3,131";2
"16156";5064;9;"3,122";2
"13685";5092;7;"3,119";2
"16326";5122;14;"3,111";2
"16678";5033;12;"3,110";2
"13869";5155;4;"3,105";0
"14099";5063;11;"3,104";2
"16905";5273;7;"3,102";1
"15491";5246;6;"3,100";0
"14257";5155;5;"3,100";0
"14565";5246;4;"3,099";0
"17059";5091;5;"3,095";2
"13362";5159;4;"3,091";0
"15998";5305;5;"3,090";1
"16218";5091;7;"3,085";2
"18272";5034;6;"3,079";2
"12910";5037;8;"3,075";2
"13631";5366;11;"3,070";1
"16686";5192;7;"3,063";0
"14456";5062;9;"3,062";2
"17799";5067;10;"3,056";2
"16393";5158;13;"3,046";0
"16709";5159;5;"3,030";0
"12598";5060;8;"3,023";2
"12395";5036;12;"3,019";2
"18094";5250;7;"3,017";0
"12754";5191;3;"3,011";0
"15521";5066;8;"3,000";2
"17124";5188;1;"299";0
"18215";5062;1;"299";2
"12881";5129;1;"298";2
"15609";5157;1;"298";0
"17531";5338;1;"297";1
"13441";5123;1;"297";2
"13504";5214;1;"296";0
"16998";5161;4;"295";0
"15732";5066;2;"294";2
"12829";5193;2;"293";0
"15545";5669;2;"293";3
"13259";5122;1;"292";2
"13502";5099;3;"292";2
"14656";5372;2;"291";1
"14947";5367;2;"291";1
"17691";5577;2;"290";3
"17464";5278;1;"290";1
"14549";5373;1;"289";1
"16125";5547;1;"289";3
"17501";5311;2;"289";1
"17760";5728;2;"288";3
"16808";5099;2;"288";2
"17977";5091;1;"288";2
"16432";5214;1;"287";0
"16555";5274;2;"286";1
"18270";5364;2;"283";1
"13754";5064;2;"283";2
"17783";5220;2;"283";0
"14350";5099;1;"283";2
"17251";5394;1;"283";1
"17403";5305;1;"282";1
"13177";5214;1;"282";0
"16149";5243;2;"281";0
"13606";5091;3;"281";2
"14646";5033;73;"280,206";2
"13098";5064;28;"28,882";2
"14680";5094;16;"28,754";2
"13081";5091;11;"28,337";2
"13408";5034;62;"28,117";2
"13272";5062;2;"277";2
"15355";5091;2;"277";2
"16883";5249;2;"277";0
"17968";5728;1;"277";3
"14508";5062;2;"276";2
"12750";5308;1;"276";1
"14512";5249;2;"275";0
"16313";5212;2;"274";0
"16727";5455;1;"273";1
"13917";5369;2;"272";1
"17254";5243;2;"272";0
"14819";5214;2;"272";0
"17011";5121;1;"271";2
"14520";5151;2;"271";0
"15774";5334;1;"271";1
"13058";5031;3;"271";2
"13533";5096;3;"271";2
"13837";5036;2;"271";2
"13242";5097;3;"270";2
"12558";5332;1;"270";1
"14727";5099;1;"269";2
"14863";5091;1;"267";2
"17708";5249;2;"267";0
"17550";5098;3;"267";2
"17430";5183;2;"266";0
"12962";5332;2;"266";1
"15119";5159;1;"266";0
"14423";5250;1;"265";0
"15894";5608;2;"264";3
"14452";5185;2;"264";0
"12492";5184;2;"263";0
"17194";5068;2;"263";2
"14053";5186;2;"260";0
"17857";5063;23;"26,879";2
"16333";5155;22;"26,627";0
"18102";5120;60;"259,657";2
"15577";5064;3;"259";2
"14375";5188;1;"258";0
"13626";5371;1;"257";1
"14761";5031;2;"256";2
"13806";5184;1;"256";0
"16048";5728;2;"256";3
"14765";5091;3;"254";2
"12797";5485;1;"254";3
"15689";5033;2;"254";2
"15759";5250;3;"253";0
"15035";5062;1;"253";2
"17860";5577;1;"253";3
"13404";5066;2;"252";2
"13711";5250;2;"252";0
"13645";5063;1;"252";2
"15346";5070;1;"252";2
"14501";5126;2;"251";2
"13207";5034;2;"250";2
"16596";5516;2;"250";3
"17456";5485;1;"250";3
"18005";5212;2;"250";0
"13777";5120;33;"25,977";2
"16510";5697;1;"248";3
"13592";5097;4;"248";2
"15097";5243;1;"248";0
"18072";5188;1;"247";0
"14658";5273;2;"247";1
"16778";5099;2;"246";2
"17278";5037;1;"246";2
"16528";5212;1;"244";0
"17892";5187;3;"244";0
"17925";5697;1;"244";3
"17908";5728;1;"243";3
"17339";5215;2;"243";0
"13565";5131;2;"240";2
"17181";5728;2;"240";3
"15690";5243;2;"240";0
"12561";5100;1;"239";2
"16756";5127;1;"239";2
"13570";5098;1;"239";2
"14586";5160;1;"237";0
"13187";5223;1;"236";0
"15462";5215;3;"235";0
"15483";5368;4;"234";1
"14473";5341;2;"234";1
"13348";5214;1;"234";0
"12736";5070;1;"234";2
"13678";5064;1;"233";2
"16583";5728;1;"233";3
"14995";5282;2;"233";1
"16302";5247;1;"233";0
"16117";5310;1;"232";1
"15393";5313;2;"232";1
"18030";5243;2;"231";0
"16445";5213;1;"231";0
"13786";5547;1;"230";3
"16926";5669;1;"230";3
"13712";5190;1;"229";0
"14569";5151;1;"227";0
"17572";5366;4;"227";1
"17789";5313;1;"226";1
"14624";5061;2;"226";2
"16753";5031;1;"224";2
"14929";5183;1;"224";0
"16471";5099;1;"224";2
"13382";5282;1;"223";1
"14960";5363;2;"221";1
"13419";5184;1;"221";0
"13079";5123;5;"220";2
"16895";5214;1;"219";0
"14570";5282;2;"218";1
"16634";5370;2;"218";1
"12897";5069;2;"217";2
"15554";5191;1;"217";0
"16080";5099;2;"217";2
"13271";5333;1;"217";1
"17580";5371;3;"216";1
"14104";5156;2;"216";0
"16179";5092;1;"216";2
"17436";5151;2;"216";0
"16338";5248;1;"215";0
"16411";5608;2;"215";3
"16519";5485;2;"215";3
"14241";5126;1;"214";2
"16591";5334;1;"214";1
"14984";5035;2;"213";2
"17928";5190;2;"213";0
"16356";5191;3;"212";0
"13532";5213;1;"210";0
"12753";5130;6;"21,429";2
"12744";5251;7;"21,279";0
"16210";5097;18;"21,086";2
"16953";5121;1;"21";2
"17855";5697;1;"209";3
"17514";5308;1;"209";1
"12547";5282;2;"208";1
"16457";5250;1;"208";0
"16866";5095;3;"208";2
"16752";5697;1;"208";3
"16914";5305;1;"208";1
"17923";5341;1;"208";1
"18126";5092;1;"207";2
"13099";5366;1;"207";1
"17166";5364;2;"206";1
"13065";5728;1;"206";3
"14964";5220;1;"206";0
"15319";5372;1;"205";1
"15307";5246;1;"205";0
"13513";5247;1;"205";0
"17843";5130;1;"205";2
"17394";5280;1;"204";1
"13017";5332;1;"204";1
"18273";5182;3;"204";0
"17889";5066;2;"204";2
"18169";5092;1;"203";2
"17376";5373;2;"203";1
"15723";5455;1;"203";1
"15347";5516;1;"202";3
"17988";5368;7;"201";1
"13723";5219;1;"200";0
"13980";5092;1;"200";2
"17675";5034;31;"20,374";2
"17381";5033;29;"20,276";2
"17659";5061;12;"2,999";2
"17504";5219;9;"2,997";0
"14307";5032;6;"2,996";2
"12670";5091;5;"2,996";2
"15687";5218;9;"2,993";0
"14639";5063;6;"2,984";2
"13451";5036;5;"2,976";2
"14032";5037;11;"2,976";2
"15854";5243;12;"2,975";0
"16497";5101;6;"2,966";2
"17924";5069;7;"2,963";2
"14868";5063;8;"2,954";2
"17084";5274;2;"2,950";1
"17444";5064;3;"2,940";2
"16316";5129;8;"2,939";2
"14530";5185;6;"2,926";0
"17512";5060;10;"2,925";2
"15606";5033;9;"2,920";2
"14112";5129;7;"2,915";2
"17644";5063;11;"2,896";2
"12408";5183;5;"2,889";0
"18144";5066;12;"2,889";2
"16633";5035;6;"2,883";2
"15673";5032;4;"2,881";2
"14251";5151;5;"2,880";0
"17728";5212;3;"2,876";0
"14005";5158;5;"2,875";0
"15628";5096;9;"2,870";2
"14711";5123;11;"2,869";2
"13901";5278;5;"2,867";1
"14535";5092;3;"2,864";2
"12685";5060;6;"2,863";2
"16928";5063;17;"2,848";2
"15984";5182;10;"2,838";0
"14852";5031;6;"2,837";2
"14572";5212;7;"2,833";0
"17596";5184;7;"2,828";0
"14842";5246;4;"2,825";0
"13174";5608;3;"2,817";3
"16871";5062;6;"2,812";2
"14903";5186;5;"2,811";0
"12356";5159;3;"2,811";0
"18230";5091;7;"2,810";2
"13230";5091;14;"2,807";2
"16081";5188;5;"2,807";0
"16764";5152;13;"2,799";0
"15993";5213;7;"2,798";0
"13769";5124;10;"2,797";2
"12758";5160;2;"2,792";0
"17739";5101;7;"2,791";2
"14626";5124;4;"2,791";2
"17213";5516;7;"2,781";3
"12388";5129;6;"2,781";2
"14121";5061;4;"2,780";2
"17838";5062;5;"2,779";2
"13870";5182;8;"2,771";0
"15356";5152;10;"2,767";0
"15114";5069;10;"2,761";2
"14854";5099;7;"2,760";2
"13971";5061;8;"2,758";2
"12669";5034;3;"2,744";2
"14808";5095;8;"2,741";2
"14125";5060;3;"2,740";2
"16938";5035;4;"2,736";2
"15696";5213;8;"2,736";0
"16003";5091;5;"2,735";2
"12840";5096;4;"2,727";2
"12380";5188;4;"2,725";0
"12708";5091;10;"2,713";2
"15796";5100;8;"2,712";2
"17069";5060;9;"2,710";2
"13285";5368;4;"2,709";1
"13654";5067;6;"2,707";2
"14107";5276;7;"2,703";1
"14732";5032;8;"2,702";2
"18097";5247;6;"2,698";0
"17386";5332;6;"2,686";1
"12625";5036;2;"2,684";2
"17346";5031;15;"2,677";2
"13883";5250;5;"2,674";0
"14713";5091;11;"2,666";2
"15671";5067;7;"2,657";2
"12721";5126;6;"2,656";2
"13851";5246;3;"2,651";0
"16618";5152;5;"2,648";0
"18260";5131;6;"2,643";2
"17655";5161;7;"2,639";0
"15752";5185;7;"2,637";0
"13804";5121;7;"2,636";2
"12520";5068;5;"2,634";2
"17402";5121;13;"2,634";2
"13771";5214;4;"2,634";0
"18077";5063;11;"2,633";2
"13422";5214;1;"2,626";0
"17965";5040;14;"2,623";2
"18210";5091;6;"2,621";2
"16255";5190;8;"2,620";0
"14262";5091;8;"2,618";2
"13021";5158;9;"2,616";0
"15782";5062;3;"2,615";2
"14397";5035;19;"2,613";2
"12836";5061;4;"2,613";2
"18075";5061;10;"2,612";2
"12726";5060;7;"2,609";2
"16241";5031;13;"2,608";2
"13136";5066;5;"2,608";2
"14408";5215;7;"2,607";0
"13983";5031;12;"2,603";2
"17317";5062;3;"2,600";2
"12600";5060;10;"2,599";2
"16919";5037;11;"2,596";2
"13895";5060;4;"2,593";2
"14243";5159;10;"2,589";0
"15033";5155;10;"2,587";0
"13911";5158;9;"2,581";0
"14546";5251;5;"2,578";0
"15485";5121;3;"2,575";2
"16912";5060;11;"2,575";2
"18245";5036;7;"2,567";2
"16308";5219;4;"2,560";0
"15572";5221;7;"2,553";0
"14334";5099;8;"2,552";2
"14701";5220;9;"2,549";0
"14676";5152;6;"2,548";0
"13344";5191;3;"2,544";0
"14776";5250;11;"2,538";0
"17700";5097;4;"2,535";2
"13471";5151;4;"2,532";0
"14659";5219;9;"2,530";0
"17314";5031;8;"2,528";2
"13975";5152;6;"2,526";0
"17449";5182;7;"2,521";0
"13394";5064;8;"2,520";2
"15245";5249;3;"2,516";0
"15271";5035;15;"2,507";2
"12352";5305;8;"2,506";1
"13695";5033;15;"2,504";2
"12517";5060;5;"2,503";2
"15932";5032;8;"2,496";2
"16477";5099;7;"2,494";2
"12483";5066;8;"2,485";2
"12913";5069;5;"2,484";2
"16710";5097;10;"2,483";2
"14315";5156;6;"2,481";0
"13588";5060;9;"2,479";2
"13507";5212;4;"2,479";0
"17682";5220;6;"2,474";0
"17188";5091;7;"2,474";2
